,x,y
0,0.0,1.0
1,0.0012567627377096883,1.0000007890647276
2,0.0025135254754193766,1.0000031536134952
3,0.003770288213129065,1.0000070896800501
4,0.005027050950838753,1.0000125933006352
5,0.006283813688548441,1.0000196605139873
6,0.00754057642625813,1.000028287361338
7,0.008797339163967818,1.0000384698864142
8,0.010054101901677506,1.0000502041354367
9,0.011310864639387195,1.000063486157122
10,0.012567627377096883,1.0000783120026806
11,0.013824390114806571,1.0000946777258182
12,0.01508115285251626,1.0001125793827352
13,0.016337915590225946,1.0001320130321274
14,0.017594678327935636,1.0001529747351847
15,0.018851441065645326,1.0001754605555926
16,0.020108203803355013,1.0001994665595317
17,0.0213649665410647,1.0002249888156776
18,0.02262172927877439,1.0002520233952006
19,0.02387849201648408,1.0002805663717667
20,0.025135254754193766,1.0003106138215374
21,0.026392017491903452,1.0003421618231694
22,0.027648780229613142,1.0003752064578142
23,0.028905542967322832,1.0004097438091197
24,0.03016230570503252,1.000445769963229
25,0.031419068442742205,1.0004832810087811
26,0.03267583118045189,1.0005222730369105
27,0.033932593918161585,1.000562742141248
28,0.03518935665587127,1.0006046844179197
29,0.03644611939358096,1.0006480959655486
30,0.03770288213129065,1.000692972885253
31,0.03895964486900034,1.0007393112806484
32,0.040216407606710025,1.0007871072578458
33,0.04147317034441971,1.0008363569254535
34,0.0427299330821294,1.000887056394576
35,0.04398669581983909,1.0009392017788148
36,0.04524345855754878,1.0009927891942676
37,0.046500221295258465,1.0010478147595303
38,0.04775698403296816,1.001104274595695
39,0.049013746770677845,1.0011621648263513
40,0.05027050950838753,1.0012214815775866
41,0.05152727224609722,1.0012822209779852
42,0.052784034983806905,1.00134437915863
43,0.0540407977215166,1.0014079522531008
44,0.055297560459226285,1.001472936397476
45,0.05655432319693597,1.001539327730332
46,0.057811085934645665,1.001607122392744
47,0.05906784867235535,1.0016763165282851
48,0.06032461141006504,1.001746906283027
49,0.061581374147774724,1.0018188878055412
50,0.06283813688548441,1.0018922572468971
51,0.0640948996231941,1.001967010760664
52,0.06535166236090378,1.0020431445029103
53,0.06660842509861348,1.0021206546322043
54,0.06786518783632317,1.0021995373096135
55,0.06912195057403285,1.002279788698706
56,0.07037871331174254,1.0023614049655498
57,0.07163547604945224,1.0024443822787128
58,0.07289223878716192,1.0025287168092643
59,0.07414900152487161,1.0026144047307737
60,0.0754057642625813,1.0027014422193117
61,0.07666252700029098,1.00278982545345
62,0.07791928973800068,1.0028795506142623
63,0.07917605247571036,1.0029706138853227
64,0.08043281521342005,1.0030630114527088
65,0.08168957795112974,1.0031567395049987
66,0.08294634068883942,1.0032517942332737
67,0.08420310342654912,1.003348171831118
68,0.0854598661642588,1.003445868494617
69,0.08671662890196849,1.003544880422361
70,0.08797339163967818,1.0036452038154424
71,0.08923015437738786,1.0037468348774574
72,0.09048691711509756,1.0038497698145064
73,0.09174367985280725,1.003954004835193
74,0.09300044259051693,1.0040595361506255
75,0.09425720532822662,1.0041663599744168
76,0.09551396806593632,1.004274472522685
77,0.096770730803646,1.0043838700140522
78,0.09802749354135569,1.0044945486696466
79,0.09928425627906537,1.004606504713102
80,0.10054101901677506,1.004719734370558
81,0.10179778175448476,1.0048342338706597
82,0.10305454449219444,1.00494999944456
83,0.10431130722990413,1.0050670273259175
84,0.10556806996761381,1.0051853137508977
85,0.1068248327053235,1.0053048549581742
86,0.1080815954430332,1.0054256471889278
87,0.10933835818074288,1.005547686686847
88,0.11059512091845257,1.0056709696981287
89,0.11185188365616226,1.0057954924714787
90,0.11310864639387194,1.005921251258111
91,0.11436540913158164,1.0060482423117487
92,0.11562217186929133,1.006176461888625
93,0.11687893460700101,1.0063059062474824
94,0.1181356973447107,1.0064365716495736
95,0.11939246008242038,1.0065684543586615
96,0.12064922282013008,1.0067015506410197
97,0.12190598555783977,1.0068358567654336
98,0.12316274829554945,1.006971369003199
99,0.12441951103325914,1.0071080836281239
100,0.12567627377096882,1.0072459969165284
101,0.12693303650867852,1.0073851051472449
102,0.1281897992463882,1.0075254046016184
103,0.1294465619840979,1.0076668915635074
104,0.13070332472180757,1.0078095623192835
105,0.13196008745951726,1.0079534131578325
106,0.13321685019722695,1.0080984403705535
107,0.13447361293493665,1.0082446402513612
108,0.13573037567264634,1.008392009096684
109,0.13698713841035604,1.0085405432054668
